,run_number,event_number,cs2_bottom,cs2_bottom_new,cs2_new,cs2_top,cs2_top_new,s2_bottom,s2_top,x_observed,y_observed,z_observed,s2_over_tdiff,alt_s1_interaction_z,alt_s2_interaction_s2_range_50p_area,alt_s2_interaction_s2_range_80p_area,alt_s2_interaction_x,alt_s2_interaction_y,alt_s2_interaction_z,r_pos_correction,s1_largest_hit_area,s1_n_contributing_channels,s1_pattern_fit,s1_range_80p_area,s1_rise_time,s1_tight_coincidence,s2_n_contributing_channels,s2_pattern_fit,s2_range_80p_area,s2_rise_time,sum_s1s_before_main_s2,x_nn,y_nn,z_pos_correction,nearest_1e5pe_event,nearest_1e6pe_event,nearest_3e5pe_event,nearest_busy,nearest_busy_off,nearest_busy_on,nearest_event,nearest_hev,nearest_hev_off,nearest_hev_on,nearest_muon_veto_trigger,nearest_s2_area,next_1e5pe_event,next_1e6pe_event,next_3e5pe_event,next_busy,next_busy_off,next_busy_on,next_event,next_hev,next_hev_off,next_hev_on,next_muon_veto_trigger,next_s2_area,previous_1e5pe_event,previous_1e6pe_event,previous_3e5pe_event,previous_busy,previous_busy_off,previous_busy_on,previous_event,previous_hev,previous_hev_off,previous_hev_on,previous_muon_veto_trigger,previous_s2_area,area_before_main_s2,n_peaks,n_pulses,n_true_peaks,total_peak_area,cs1,cs2,drift_time,largest_coincidence,largest_other_s1,largest_other_s2,largest_unknown,largest_veto,s1,s1_area_fraction_top,s1_range_50p_area,s2,s2_area_fraction_top,s2_range_50p_area,x,y,z,event_duration,event_time,source,name,pax_version,lax_version,CutLowEnergyAmBe,distance_to_source,CutAmBeFiducial,CutS1LowEnergyRange,CutS2Threshold,CutInteractionPeaksBiggest,CutS2AreaFractionTop,CutS2SingleScatterSimple,CutDAQVeto,CutEndOfRunCheck,CutBusyTypeCheck,CutBusyCheck,CutHEVCheck,CutS1SingleScatter,pvalue_s1_area_fraction_top,CutS1AreaFractionTop,CutS2PatternLikelihood,CutS2Tails,CutS1PatternLikelihood,CutS2Width,CutS2WidthHigh,CutS2WidthLow,CutS1MaxPMT,CutSingleElectronS2s,CutLowEnergyRn220,r,CutFiducialCylinder1T,CutLowEnergyBackground,CutPreS2Junk
11741,6150,18836,1217.3325781029755,1076.9486845181882,2934.1306834879033,2099.2719368274215,1857.181998969715,942.9680877563078,1626.1344513061922,-2.3690139867667708,-1.3626248057927626,-17.31024006009102,0.011271875283356162,,,,,,,0.02387225441634655,3.032381296157837,5.0,70.82798767089844,197.55430641777616,58.289558342980655,4.0,203.0,278.56103515625,1328.0303635422458,543.7305213658526,9.993345260620117,-3.076580762863159,-2.27504301071167,-0.1874081790447235,-33306140,287981100,-33306140,-3645278070,-3645278070,-3674426010,-7324160,368395560000000000,368395560000000000,368395560000000000,2962994590,594880.4375,92325280,287981100,92325280,4370837800,4379877110,4370837800,92325280,368395560000000000,368395560000000000,368395560000000000,2962994590,594880.4375,33306140,1442373255,33306140,3645278070,3645278070,3674426010,7324160,368395560000000000,368395560000000000,368395560000000000,3900085140,135.3941192626953,27.20688110589981,54,385,10,2754.1763033866882,13.108961796785252,3316.6045149303973,121910.0,0.0,0.0,29.869722366333008,3.4332661628723145,0.0,9.993345260620117,0.0,121.84640416313421,2569.1025390625,0.632958173751831,656.4305040205215,-2.389707326889038,-1.3745273351669312,-17.497648239135742,2000000,1484030450193940570,none,170110_0542,6.4.2,0.11.1,False,80.59571261272778,False,True,True,True,True,True,True,True,True,True,True,True,0.03842534904651097,True,True,True,True,True,True,True,True,True,True,2.756814557294026,True,True,True
11992,6146,8568,3095.1807464882863,3090.140888056625,8772.405641552074,5691.532230599653,5682.264753495448,2113.077665041259,3885.604952146241,-35.286215954007595,1.8046015176834316,-25.9819203466177,0.004840926188166638,,,,,,,1.2898770570755005,3.9001119136810303,30.0,164.18844604492188,144.71943406376118,41.35186072452326,28.0,209.0,536.2461547851562,2140.3085496993226,1002.0161666374659,40.03753662109375,-36.254642486572266,3.0198676586151123,-0.2406863123178482,395993830,395993830,395993830,-477117960,-477117960,-482227400,39693290,368395560000000000,368395560000000000,368395560000000000,1104521450,1043.3936767578125,395993830,395993830,395993830,19799972950,19805646840,19799972950,39693290,368395560000000000,368395560000000000,368395560000000000,1104521450,1043.3936767578125,500798020,500798020,500798020,477117960,477117960,482227400,500798020,368395560000000000,368395560000000000,368395560000000000,3608249330,2424326.25,50.85835400223732,49,526,13,6365.6450473070145,48.58737483336881,8786.71297708794,182130.0,0.0,0.0,44.68537139892578,2.7426586151123047,0.0,40.03753662109375,0.18600410223007202,53.485978611673374,5998.6826171875,0.6477430462837219,901.4579774582221,-36.57440948486328,1.870482087135315,-26.222606658935547,2000000,1484014085949609930,none,170110_0141,6.4.2,0.11.1,False,104.31086330451902,False,True,True,True,True,True,True,True,True,True,True,True,0.2138668993024325,True,True,True,True,True,True,True,True,True,True,36.622208185809214,True,True,True
12470,6139,6058,3396.362558899975,3236.514794822649,9052.146445502245,6102.859046502268,5815.631650679596,1800.4310766582785,3235.1602319354715,-23.809791152377436,-9.494564068334107,-43.32959873974323,0.0019567565209703034,,,,,,,1.120145320892334,2.5857036113739014,40.0,184.4383544921875,156.67589800106026,47.3646682069022,35.0,210.0,403.4306335449219,2383.449356359122,1267.057225047679,53.50312042236328,-24.049171447753906,-10.519646644592285,-0.1811014860868454,61978700,61978700,61978700,148658210,162901410,148658210,61978700,368395560000000000,368395560000000000,368395560000000000,-1599436970,608340.125,61978700,61978700,61978700,148658210,162901410,148658210,61978700,368395560000000000,368395560000000000,368395560000000000,2103747380,608340.125,163460490,481944750,481944750,453253510,453253510,480467710,118021695,368395560000000000,368395560000000000,368395560000000000,1599436970,17193.1484375,71.93713653087616,41,543,9,5352.565099954605,56.24605363124374,9499.221605402243,302600.0,0.0,0.0,64.36731719970703,1.3221709728240967,0.0,53.50312042236328,0.259681761264801,69.41267869834846,5035.59130859375,0.6424588561058044,1086.6650544709241,-24.850261688232422,-9.909469604492188,-43.51070022583008,2000000,1483988354964910590,none,170109_1840,6.4.2,0.11.1,False,97.21066216897361,False,True,True,True,True,True,True,True,True,True,True,True,0.40563697698400203,True,True,True,True,True,True,True,True,True,True,26.753188479431508,True,True,True
12655,6130,13284,1057.093631050168,1038.843868166673,2975.3770782437996,1970.5530209292515,1936.5332100771263,374.63865410846483,698.3726984305977,31.280800679588676,9.162315130494639,-70.94015652500093,0.02732411470535012,,,,,,,2.679048538208008,2.1378519535064697,7.0,75.46941375732422,206.4169473044392,37.414387504733426,5.0,169.0,235.25428771972656,2335.521498567077,982.8629596412138,8.99514389038086,30.54844856262207,10.3612060546875,0.008798187598586082,-15390215,431834740,-15390215,-3822031470,-3822031470,-3851545330,-15390215,368395560000000000,368395560000000000,368395560000000000,1023983550,213860.5,41669610,431834740,404068565,8003998100,8013149330,8003998100,41669610,368395560000000000,368395560000000000,368395560000000000,1023983550,213860.5,15390215,1413783675,15390215,3822031470,3822031470,3851545330,15390215,368395560000000000,368395560000000000,368395560000000000,3052298150,420524.0,54.38530594110489,71,400,8,1271.6459267437458,7.854810558378404,3027.6466519794194,494340.0,0.0,0.0,37.950931549072266,1.9218263626098633,0.0,8.99514389038086,0.5370979309082031,86.49070569597518,1073.0113525390625,0.6508530378341675,1043.8311570115052,33.851829528808594,9.915383338928223,-70.93135833740234,2000000,1483975291308141610,none,170109_1440,6.4.2,0.11.1,True,45.4995697093168,True,True,True,True,True,True,True,True,True,True,True,True,0.0032342579806171807,True,True,True,True,True,True,True,True,True,True,35.2740866530292,True,True,True
14055,6106,6124,3323.8195648314336,3061.401610348541,8411.377313160923,5808.5661980023815,5349.975702812382,2345.937034450093,4099.660133518657,-8.353529360605043,-15.022850008363518,-23.600159987807274,0.003011449243263381,,,,,,,0.3079332411289215,3.5956923961639404,36.0,206.06716918945312,163.84649489475623,43.86396483949805,29.0,212.0,488.2367858886719,1764.6746154693574,785.3627012362566,54.55330276489258,-8.320300102233887,-16.127737045288086,-0.21112312376499176,-95988040,-200241400,-95988040,4964603680,4986393680,4964603680,56304290,368395560000000000,368395560000000000,368395560000000000,226642270,132.00408935546875,238409470,584881170,584881170,4964603680,4986393680,4964603680,56304290,368395560000000000,368395560000000000,368395560000000000,226642270,132.00408935546875,95988040,200241400,95988040,5689570480,5689570480,5693752100,95988040,368395560000000000,368395560000000000,368395560000000000,2481100290,205803.71875,68.01897355914116,47,483,9,6702.798148661852,68.98625534910434,9132.385762833816,165590.0,0.0,0.0,36.40802764892578,2.171938180923462,0.0,54.55330276489258,0.1363828331232071,91.06422975063785,6445.59716796875,0.6360403895378113,835.3727855421339,-8.503177642822266,-15.291975021362305,-23.811283111572266,2000000,1483896739058925570,none,170108_1713,6.4.2,0.11.1,False,91.24157934301644,False,True,True,True,True,True,True,True,True,True,True,True,0.010195588423211627,True,True,True,True,True,True,True,True,True,True,17.497100619227208,True,True,True
14686,6097,15286,1289.9472562962703,1234.6643012229324,3334.4601006679313,2193.8156206457265,2099.795799444999,544.1011051284004,925.3537288559746,25.55729605885405,5.067091801649115,-58.7519985884428,0.012087908424386569,,,,,,,1.578542947769165,1.5782709121704102,9.0,68.56535339355469,1354.490393617948,37.637462499090844,8.0,182.0,233.4729766845703,2769.472909493769,1425.0200918097435,10.18645191192627,25.576072692871094,5.601001262664795,-0.0940745621919632,-81738355,-81738355,-81738355,-236077460,-236077460,-255588240,72335450,368395560000000000,368395560000000000,368395560000000000,165906100,,626332325,994223900,744609065,5846003280,5871023500,5846003280,72335450,368395560000000000,368395560000000000,368395560000000000,165906100,,81738355,81738355,81738355,236077460,236077460,255588240,81738355,368395560000000000,368395560000000000,368395560000000000,1288959140,988045.75,35.12274122238159,62,428,5,1635.66159760952,9.62948232584722,3483.762876941997,409700.0,0.0,0.0,33.41023635864258,0.0,0.0,10.18645191192627,0.30912336707115173,79.05457607909308,1469.454833984375,0.6297258734703064,1089.1805620288608,27.10569953918457,5.37408447265625,-58.846073150634766,2000000,1483865913925813610,none,170108_0811,6.4.2,0.11.1,True,48.80486440736972,True,True,True,True,True,True,True,True,True,True,True,True,0.21595147994096314,True,True,True,True,True,True,True,True,True,True,27.63330836920899,True,True,True
16991,6060,529,996.6907763217737,960.0017169162907,2398.8573538318215,1493.845392671677,1438.8556369155306,533.4982641229362,799.6100122442513,2.3689603331599507,14.323941497419986,-42.225120544433594,0.0015230397059051086,,,,,,,0.5438773036003113,3.7045748233795166,37.0,217.96151733398438,142.68560016081938,43.64469497762843,30.0,184.0,314.11138916015625,3001.3020870736873,1551.9788802696883,63.8909912109375,2.687540054321289,16.267498016357422,-0.17271041870117188,-385681030,507706715,489874880,1315668200,1320850570,1315668200,-385681030,368395560000000000,368395560000000000,368395560000000000,1848450710,298960.78125,489874880,507706715,489874880,1315668200,1320850570,1315668200,489874880,368395560000000000,368395560000000000,368395560000000000,1848450710,298960.78125,385681030,810541690,810541690,5748350640,5748350640,5777650210,385681030,368395560000000000,368395560000000000,368395560000000000,1913131170,50388.92578125,74.76587697863579,30,523,11,1678.9907926619053,68.03733634260425,2490.5361689934507,294930.0,0.0,0.0,46.90028381347656,4.034187316894531,0.0,63.8909912109375,0.19522543251514435,78.4387182786686,1333.1082763671875,0.5998087525367737,1534.2203774350464,2.4577038288116455,14.860529899597168,-42.397830963134766,2000000,1483729885637755460,none,170106_1909,6.4.2,0.11.1,True,61.2699646781567,True,True,True,True,True,True,True,True,True,True,True,True,0.6507451071344406,True,True,True,True,True,True,True,True,True,True,15.062392140924258,True,True,True
17916,6035,8200,2473.251056034285,2270.229285030238,6398.2656948705135,4497.19791622257,4128.036409840276,1217.8521044255904,2214.4625928400346,-5.609945165652204,-17.753439194716965,-47.77200070023537,0.017410459898758418,,,,,,,0.8441519737243652,2.28141450881958,15.0,92.16043090820312,1879.6239659422724,60.89551172386976,12.0,205.0,366.356201171875,2277.267859178606,1104.5366302677241,18.90022087097168,-6.688364028930664,-18.36056900024414,-0.15066394209861755,-53042435,-53042435,-53042435,68367030,96949000,68367030,-53042435,368395560000000000,368395560000000000,368395560000000000,345613990,2337017.5,66685420,66685420,66685420,68367030,96949000,68367030,66685420,368395560000000000,368395560000000000,368395560000000000,345613990,2337017.5,53042435,53042435,53042435,1473457990,1473457990,1503014430,53042435,368395560000000000,368395560000000000,368395560000000000,1253674270,923493.1875,47.737998604774475,81,491,12,3665.2080263495445,19.39857329771371,6970.448972256854,333450.0,0.0,0.0,38.42573165893555,4.455785751342773,0.0,18.90022087097168,0.06327229738235474,100.51275824693653,3432.314697265625,0.6451805233955383,1200.1541668155814,-5.864294052124023,-18.558361053466797,-47.922664642333984,2000000,1483675347800843760,none,170106_0337,6.4.2,0.11.1,False,87.78621354572702,False,True,True,True,True,True,True,True,True,True,True,True,0.15047481618883876,True,True,True,True,True,True,True,True,True,True,19.462854613869222,True,True,True
20070,6004,14035,2275.232605807442,2420.323848274267,5957.523573309769,3325.155083437375,3537.199725035501,1089.2276142007468,1591.8595440023782,-30.284805744309978,13.938747457289136,-49.39776091277599,0.03354087181456821,,,,,,,1.900712490081787,2.422903299331665,24.0,150.53277587890625,199.1945211221597,59.01009517033265,18.0,204.0,288.1473693847656,2452.6439661978343,1170.015821456691,35.145320892333984,-31.19865608215332,14.459478378295898,-0.15202470123767853,-42334920,-42334920,-42334920,261575720,263233010,261575720,-42334920,368395560000000000,368395560000000000,368395560000000000,1338594360,445798.1875,202451105,258674650,202451105,261575720,263233010,261575720,202451105,368395560000000000,368395560000000000,368395560000000000,1338594360,445798.1875,42334920,42334920,42334920,1753206910,1753206910,1772971250,42334920,368395560000000000,368395560000000000,368395560000000000,1480742200,1419950.125,68.97921991348267,77,541,10,2950.87473487854,35.62308748578516,5600.387689244817,344740.0,0.0,0.0,37.68163299560547,6.91653299331665,0.0,35.145320892333984,0.11226378381252289,82.41731190472565,2681.087158203125,0.5937365889549255,1241.749469757407,-32.011417388916016,14.733429908752441,-49.54978561401367,2000000,1483560188439396230,none,170104_1919,6.4.2,0.11.1,False,92.63159573827701,False,True,True,True,True,True,True,True,True,True,True,True,0.38703144493668773,True,True,True,True,True,True,True,True,True,True,35.239250845094816,True,True,True
21232,5959,8331,1331.497379670025,1279.9274355274226,3342.0399084945325,2145.197671467333,2062.1124729671096,1155.8467590163928,1862.2040222336072,-19.326210606679542,-25.244341063990515,-9.256319716572762,0.0016044624972221778,,,,,,,0.2281600832939148,2.7918190956115723,10.0,90.52145385742188,150.58351601637145,46.70778885819506,8.0,205.0,265.7916259765625,1247.706289990187,630.879823804374,14.562644958496094,-19.44963836669922,-25.74147605895996,-0.21769075095653534,115632210,-636537315,115632210,-1110591710,-1110591710,-1140945720,55643860,368395560000000000,368395560000000000,368395560000000000,485479330,4186.94970703125,115632210,1698008985,115632210,4703587580,4704587580,4703587580,55643860,368395560000000000,368395560000000000,368395560000000000,485479330,4186.94970703125,347836360,636537315,485260860,1110591710,1110591710,1140945720,87369230,368395560000000000,368395560000000000,368395560000000000,1597860550,6745.2978515625,23.143046438694,35,371,8,3191.7915091514587,20.17763066097359,3476.695051137358,65980.0,0.0,0.0,31.004491806030273,11.191486358642578,0.0,14.562644958496094,0.495076060295105,95.20534016923303,3018.05078125,0.6170220971107483,640.4633695680775,-19.46490478515625,-25.425506591796875,-9.474010467529297,2000000,1483491390118579030,none,170104_0030,6.4.2,0.11.1,False,110.06294218986734,False,True,True,True,True,True,True,True,True,True,True,True,0.2739995007624564,True,True,True,True,True,True,True,True,True,True,32.02091353701054,True,True,True
21471,5955,5439,2225.3712527555494,2088.234116427462,5128.026626093866,3239.419762438423,3039.7925096664035,846.7874834391841,1232.6483075764409,10.338455697173307,12.253501195583272,-64.59839724563062,0.0011965182229832162,,,,,,,1.0591927766799927,2.6731362342834473,37.0,219.1400604248047,154.34762710018452,38.600665717073426,32.0,201.0,277.67437744140625,2604.457673549592,1444.6558636316436,56.831974029541016,10.222574234008789,13.022486686706543,-0.02923489548265934,32197335,327205095,32197335,328919190,350972840,328919190,32197335,368395560000000000,368395560000000000,368395560000000000,176098250,289408.25,32197335,327205095,32197335,328919190,350972840,328919190,32197335,368395560000000000,368395560000000000,368395560000000000,176098250,289408.25,428815095,1656178360,1656178360,10585402960,10585402960,10595397790,405469460,368395560000000000,368395560000000000,368395560000000000,832241240,502.21051025390625,100.5433280467987,27,508,10,2356.3398092389107,50.643283101478346,5464.791015193972,450300.0,0.0,0.0,34.504234313964844,2.5669119358062744,0.0,56.831974029541016,0.24473655223846436,88.46253592207457,2079.435791015625,0.5927801728248596,1271.8446310648906,11.02148151397705,13.063047409057617,-64.62763214111328,2000000,1483476398106185860,none,170103_2029,6.4.2,0.11.1,True,56.33883483839959,True,True,True,True,True,True,True,True,True,True,True,True,0.03826188384757269,True,True,True,True,True,True,True,True,True,True,17.09140902249504,True,True,True
22884,5504,1449,2385.7180555783466,2408.573115483882,6217.925143636323,3773.2049133959904,3809.3520281524407,2026.2864899039268,3204.734994471073,32.29373356644202,7.043216042140681,-10.247040405869484,0.008810145788830399,,,,,,,0.314456045627594,2.4348127841949463,15.0,123.24837493896484,164.84934450575543,46.37502583690188,11.0,211.0,323.018798828125,1157.4620922034796,527.5866643240756,23.612316131591797,32.141395568847656,7.415286540985107,-0.21939502656459808,16905110,-163192825,16905110,-2214169960,-2214169960,-2215169950,16905110,368395560000000000,368395560000000000,368395560000000000,2404291220,559496.25,16905110,496992375,16905110,17932920060,17944834900,17932920060,16905110,368395560000000000,368395560000000000,368395560000000000,2404291220,559496.25,38625730,163192825,38625730,2214169960,2214169960,2215169950,38625730,368395560000000000,368395560000000000,368395560000000000,5570245150,340298.3125,57.45539873838425,81,605,15,5699.420306324959,33.34439741611686,6158.922968974337,72860.0,0.0,0.0,40.93224334716797,5.071186542510986,0.0,23.612316131591797,0.4352302849292755,79.33475634567452,5231.021484375,0.612640380859375,581.6950653505573,32.60096740722656,7.110223293304443,-10.466435432434082,2000000,1482113914783086150,none,161219_0213,6.4.2,0.11.1,False,58.73184313191172,False,True,True,True,True,True,True,True,True,True,True,True,0.38340544623396766,True,True,True,True,True,True,True,True,True,True,33.36732460308584,True,True,True
23541,5494,2900,2080.1090559304153,2191.524540334759,5323.83321964347,2973.0644261023103,3132.308679308712,637.5438515498536,911.2305625126464,-29.771918794838633,11.437934805082651,-75.5942416973412,0.0030369610119266002,,,,,,,2.9367549419403076,2.5323233604431152,28.0,182.4912109375,155.05088173377504,44.54878058747718,25.0,189.0,284.53387451171875,2864.417578502504,1169.65031932594,46.026275634765625,-29.665517807006836,12.548492431640625,0.05977209284901619,185794395,185794395,185794395,1966225560,1967225560,1966225560,-26168740,368395560000000000,368395560000000000,368395560000000000,1486532830,799702.1875,185794395,185794395,185794395,1966225560,1967225560,1966225560,185794395,368395560000000000,368395560000000000,368395560000000000,1486532830,799702.1875,475084260,475084260,475084260,3779118570,3779118570,3780118560,26168740,368395560000000000,368395560000000000,368395560000000000,1945855830,78.09803771972656,52.37360095977783,30,417,5,1694.4618084132671,38.97605288869818,5053.173482032726,526660.0,0.0,0.0,35.324337005615234,0.0,0.0,46.026275634765625,0.1645229309797287,83.36571454829453,1548.7744140625,0.5883558988571167,1458.6729233163555,-32.51332092285156,12.491141319274902,-75.53446960449219,2000000,1482078029179407190,none,161218_1611,6.4.2,0.11.1,False,97.24209406637713,False,True,True,True,True,True,True,True,True,True,True,True,0.25745992656818917,True,True,True,True,True,True,True,True,True,True,34.830226081529155,True,True,True
23889,5489,8086,1704.1193823265764,1678.0396695310576,5064.093273598848,3438.6788829022285,3386.0536040677907,566.7249182467931,1143.5730553860194,-33.540502494170184,-1.0373843790221322,-70.2921589659527,0.02000732237823922,,,,,,,2.7458746433258057,3.221632719039917,25.0,132.93173217773438,152.640126416899,40.775875365964765,23.0,185.0,262.9770202636719,2931.817033905546,1432.6779489638166,37.05807876586914,-33.79057693481445,-0.6794583201408386,0.002409820444881916,-62196010,-77997200,-62196010,4806422020,4814465260,4806422020,-62196010,368395560000000000,368395560000000000,368395560000000000,-810276760,907977.9375,169964415,169964415,169964415,4806422020,4814465260,4806422020,169964415,368395560000000000,368395560000000000,368395560000000000,1765963160,907977.9375,62196010,77997200,62196010,8042446130,8042446130,8049256230,62196010,368395560000000000,368395560000000000,368395560000000000,810276760,900276.625,76.01716370880604,70,429,2,1837.769863113761,32.575522618791865,5142.798265228805,489840.0,0.0,0.0,0.0,0.0,0.0,37.05807876586914,0.01702118292450905,62.875441669884665,1710.2979736328125,0.6686396598815918,1668.438740074925,-36.285064697265625,-1.1222717761993408,-70.28974914550781,2000000,1482060884633727420,none,161218_1110,6.4.2,0.11.1,False,104.56134141019082,False,True,True,True,True,True,True,True,True,True,True,True,0.053651464898663695,True,True,True,True,True,True,True,True,True,True,36.302416090728805,True,True,True
27417,5423,1573,3379.068065822929,3186.720202927873,8885.556077314543,6042.813014400667,5698.83587438667,1309.0961097663094,2341.0664878899406,25.79758812000642,-10.531943431060858,-59.820479050278664,,,,,,,,1.7610896825790405,6.607578754425049,36.0,257.82470703125,183.28542311028139,56.201439319030584,24.0,204.0,330.5074462890625,2898.7586738224973,1382.5089091963684,69.36177062988281,26.078792572021484,-9.944376945495605,-0.08889518678188324,14393385,-230062050,98052340,10227133630,10247452880,10227133630,14393385,368395560000000000,368395560000000000,368395560000000000,3686615430,95805.0390625,14393385,487212120,98052340,10227133630,10247452880,10227133630,14393385,368395560000000000,368395560000000000,368395560000000000,3686615430,95805.0390625,230062050,230062050,230062050,12960191350,12960191350,12972424770,230062050,368395560000000000,368395560000000000,368395560000000000,3748952920,1622449.875,86.74014203250408,45,572,9,3959.827891215682,64.60078740164136,9421.881080223597,417120.0,0.0,0.0,56.597164154052734,3.5887928009033203,0.0,69.36177062988281,0.15079784393310547,89.977822272479,3650.16259765625,0.6413595080375671,1506.7562235751357,27.428037643432617,-11.197579383850098,-59.90937423706055,2000000,1481855943183479250,none,161216_0234,6.4.2,0.11.1,True,62.68213264661371,True,True,True,True,True,True,True,True,True,True,True,True,0.8699073842728988,True,True,True,True,True,True,True,True,True,True,29.625715738648093,True,True,True
27448,5423,10701,1598.8346421064898,1484.7051061625918,3418.828448673723,2082.7997352997218,1934.1233425111309,663.8972793200228,864.8580917737272,-6.853359656047555,6.432106606819373,-55.42703936994076,0.004779969174229942,,,,,,,0.4854680001735687,2.8633759021759033,19.0,127.71087646484375,126.79958078181016,36.127475669052046,16.0,187.0,248.99696350097656,2207.344083722426,1002.0048415798717,27.154447555541992,-9.355451583862305,4.809132099151611,-0.09937740862369537,-48588405,-758736525,-48588405,-2837108820,-2837108820,-2850289780,-48588405,368395560000000000,368395560000000000,368395560000000000,679866970,83117.515625,70987935,1083607230,170422055,6555494130,6560164780,6555494130,70987935,368395560000000000,368395560000000000,368395560000000000,679866970,83117.515625,48588405,758736525,48588405,2837108820,2837108820,2850289780,48588405,368395560000000000,368395560000000000,368395560000000000,2083056240,232251.078125,57.426999032497406,49,381,5,1659.310615569353,25.743017133228477,3681.6343774062116,386610.0,0.0,0.0,22.165952682495117,3.253467559814453,0.0,27.154447555541992,0.15541420876979828,63.44861001783397,1528.75537109375,0.5657269358634949,1042.4659347058216,-7.207344055175781,6.7643327713012695,-55.52641677856445,2000000,1481857610903740310,none,161216_0234,6.4.2,0.11.1,True,73.39896989240147,True,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,True,9.884432516365216,True,True,True
