,run_number,event_number,cs2_bottom,cs2_bottom_new,cs2_new,cs2_top,cs2_top_new,s2_bottom,s2_top,x_observed,y_observed,z_observed,s2_over_tdiff,alt_s1_interaction_z,alt_s2_interaction_s2_range_50p_area,alt_s2_interaction_s2_range_80p_area,alt_s2_interaction_x,alt_s2_interaction_y,alt_s2_interaction_z,r_pos_correction,s1_largest_hit_area,s1_n_contributing_channels,s1_pattern_fit,s1_range_80p_area,s1_rise_time,s1_tight_coincidence,s2_n_contributing_channels,s2_pattern_fit,s2_range_80p_area,s2_rise_time,sum_s1s_before_main_s2,x_nn,y_nn,z_pos_correction,nearest_1e5pe_event,nearest_1e6pe_event,nearest_3e5pe_event,nearest_busy,nearest_busy_off,nearest_busy_on,nearest_event,nearest_hev,nearest_hev_off,nearest_hev_on,nearest_muon_veto_trigger,nearest_s2_area,next_1e5pe_event,next_1e6pe_event,next_3e5pe_event,next_busy,next_busy_off,next_busy_on,next_event,next_hev,next_hev_off,next_hev_on,next_muon_veto_trigger,next_s2_area,previous_1e5pe_event,previous_1e6pe_event,previous_3e5pe_event,previous_busy,previous_busy_off,previous_busy_on,previous_event,previous_hev,previous_hev_off,previous_hev_on,previous_muon_veto_trigger,previous_s2_area,area_before_main_s2,n_peaks,n_pulses,n_true_peaks,total_peak_area,cs1,cs2,drift_time,largest_coincidence,largest_other_s1,largest_other_s2,largest_unknown,largest_veto,s1,s1_area_fraction_top,s1_range_50p_area,s2,s2_area_fraction_top,s2_range_50p_area,x,y,z,event_duration,event_time,source,name,pax_version,lax_version,CutLowEnergyAmBe,distance_to_source,CutAmBeFiducial,CutS1LowEnergyRange,CutS2Threshold,CutInteractionPeaksBiggest,CutS2AreaFractionTop,CutS2SingleScatterSimple,CutDAQVeto,CutEndOfRunCheck,CutBusyTypeCheck,CutBusyCheck,CutHEVCheck,CutS1SingleScatter,pvalue_s1_area_fraction_top,CutS1AreaFractionTop,CutS2PatternLikelihood,CutS2Tails,CutS1PatternLikelihood,CutS2Width,CutS2WidthHigh,CutS2WidthLow,CutS1MaxPMT,CutSingleElectronS2s,CutLowEnergyRn220,r,CutFiducialCylinder1T,CutLowEnergyBackground,CutPreS2Junk
28358,5408,12943,1510.4947763722726,1374.5162051303237,3517.105865078427,2354.5524433842525,2142.5896599481034,1252.9164777661208,1953.0405534838792,-7.855219299603876,-7.337980341839387,-11.557440236210823,0.0017755721601238424,,,,,,,0.05085989087820053,2.9633219242095947,8.0,68.04524993896484,128.41294510856997,24.366028033563225,7.0,207.0,339.0517272949219,1320.8218641637473,634.5315011436732,9.912955284118652,-9.392983436584473,-8.522184371948242,-0.17817167937755585,-375216960,-1053676380,-375216960,-1014877470,-1014877470,-1052065480,-375216960,368395560000000000,368395560000000000,368395560000000000,890380260,126905.7109375,388719265,3289301330,527873075,13152178420,13182365680,13152178420,388719265,368395560000000000,368395560000000000,368395560000000000,890380260,126905.7109375,375216960,1053676380,375216960,1014877470,1014877470,1052065480,375216960,368395560000000000,368395560000000000,368395560000000000,1529870740,107075.0546875,24.712932914495468,41,496,13,3548.4874604046345,13.586904347013615,3865.047219756525,81960.0,0.0,0.0,44.079063415527344,2.2914164066314697,0.0,9.912955284118652,0.23019346594810486,62.840661750279835,3205.95703125,0.6091911196708679,661.1560760830355,-7.892385482788086,-7.37269926071167,-11.735611915588379,2000000,1481802974656693120,none,161215_1116,6.4.2,0.11.1,False,90.29359273610103,False,True,True,True,True,True,True,True,True,True,True,True,0.5169604422893348,True,True,True,True,True,True,True,True,True,True,10.800298282817124,True,True,True
30560,5370,3017,2584.088073398895,2615.4977078827023,6979.629477355014,4311.722706636902,4364.131769472313,1778.751571623492,2967.965225251508,0.3740601166837107,-31.04686786727551,-23.112000107765198,0.008646976801828498,,,,,,,0.8240529894828796,2.825631856918335,34.0,189.57730102539062,150.2000636189704,48.114449985760544,31.0,207.0,446.7491149902344,1764.1530599643747,902.7521111678151,50.52571487426758,-0.013752782717347145,-31.1011962890625,-0.23748910427093506,-87951975,-831256550,-87951975,-1611778530,-1611778530,-1615744530,-87951975,368395560000000000,368395560000000000,368395560000000000,255884370,67568.671875,455176170,2122553065,1582421020,5962248860,5971415070,5962248860,253448015,368395560000000000,368395560000000000,368395560000000000,255884370,67568.671875,87951975,831256550,87951975,1611778530,1611778530,1615744530,87951975,368395560000000000,368395560000000000,368395560000000000,7426860020,760518.6875,67.40229532122612,52,494,12,5010.870841652155,62.96506583126302,6895.8107800357975,162200.0,0.0,0.0,35.268043518066406,4.861647129058838,0.0,50.52571487426758,0.263693243265152,72.29586263319487,4746.716796875,0.625266969203949,859.5546315148729,0.38398778438568115,-31.870861053466797,-23.349489212036133,2000000,1481668910777003360,none,161213_2232,6.4.2,0.11.1,False,97.54102431570789,False,True,True,True,True,True,True,True,True,True,True,True,0.757055264778247,True,True,True,True,True,True,True,True,True,True,31.873174158027375,True,True,True
31232,5342,98,3181.8274065223836,3184.4022310427335,7452.06604594983,4264.213093346826,4267.663814907097,881.8816666449566,1181.8778548394184,-20.782196940572938,13.913708575071269,-79.67231737077236,0.0026165551193730137,,,,,,,2.4432947635650635,5.174278259277344,37.0,236.1387939453125,159.53315200797422,39.61511558207261,35.0,194.0,277.3553466796875,3341.367385519229,1559.3516126816176,69.16809844970703,-20.85634994506836,15.247379302978516,0.13746629655361176,49755400,49755400,49755400,326591830,356954940,326591830,49755400,368395560000000000,368395560000000000,368395560000000000,-115697490,744858.375,49755400,49755400,49755400,326591830,356954940,326591830,49755400,368395560000000000,368395560000000000,368395560000000000,1792709500,744858.375,255030840,255030840,255030840,7640436180,7640436180,7641436170,255030840,368395560000000000,368395560000000000,368395560000000000,115697490,667302.25,74.872916854918,35,587,9,2370.7757752016187,55.200989387864865,7446.04049986921,554980.0,0.0,0.0,52.62240219116211,4.090016841888428,0.0,69.16809844970703,0.12913835048675537,60.72357721735719,2063.759521484375,0.5726819634437561,1797.6545460480338,-22.812480926513672,15.27298641204834,-79.53485107421875,2000000,1481612919546799690,none,161213_0708,6.4.2,0.11.1,False,88.81305686083397,False,True,True,True,True,True,True,True,True,True,True,True,0.5597115754593716,True,True,True,True,True,True,True,True,True,True,27.453112755481175,True,True,True
32952,5314,4393,2028.0352502820986,2035.1918314557686,5172.500170842308,3126.27625806102,3137.308339386539,615.3627161450859,948.5998082689766,-15.063324044293427,19.699305435368387,-73.333436191082,0.0022104496886197977,,,,,,,2.089258909225464,4.041283130645752,29.0,158.4407501220703,181.52358735026732,54.287007617475574,24.0,184.0,266.0646667480469,2769.1546981110714,1321.586781014906,42.29969024658203,-15.08187198638916,20.53472137451172,0.04783743619918823,-121242030,1287942900,-241459635,-1936567910,-1936567910,-1955974570,-40182565,368395560000000000,368395560000000000,368395560000000000,-1035734820,227077.921875,239820170,1287942900,347063725,3748510200,3767292770,3748510200,239820170,368395560000000000,368395560000000000,368395560000000000,1943877130,227077.921875,121242030,1431398530,241459635,1936567910,1936567910,1955974570,40182565,368395560000000000,368395560000000000,368395560000000000,1035734820,373.94580078125,52.25327813625336,26,416,7,1701.1388449668884,36.082595754364775,5154.3115083431185,510960.0,0.0,0.0,42.09678268432617,2.1380467414855957,0.0,42.29969024658203,0.1010107696056366,88.29811853664555,1563.9625244140625,0.6065361499786377,1499.941698404682,-16.332399368286133,21.358959197998047,-73.28559875488281,2000000,1481512341657863760,none,161212_0258,6.4.2,0.11.1,True,79.17962593447662,True,True,True,True,True,True,True,True,True,True,True,True,0.8143307962470608,True,True,True,True,True,True,True,True,True,True,26.887774306307666,True,True,True
32954,5314,5138,1559.1561498372948,1487.7289413942942,3747.557333797287,2368.3247919408705,2259.828392402993,622.9988671817409,946.3219335995091,-22.068325522114623,-2.954945167479132,-56.35151946544647,0.0009171905573194575,,,,,,,1.2460510730743408,2.7159392833709717,8.0,87.1231460571289,115.22768898155134,37.26456831275483,8.0,192.0,231.2979278564453,2624.5956788974636,1374.0191355958484,13.705257415771484,-22.148618698120117,-2.563714027404785,-0.10122787952423096,9660355,52008260,9660355,1355039850,1365107450,1355039850,9660355,368395560000000000,368395560000000000,368395560000000000,-1046736550,337117.09375,9660355,52008260,9660355,1355039850,1365107450,1355039850,9660355,368395560000000000,368395560000000000,368395560000000000,1566770720,337117.09375,325525150,2010981860,325525150,2978821050,2978821050,2984118340,294571380,368395560000000000,368395560000000000,368395560000000000,1046736550,53376.80859375,23.056719958782196,25,357,3,1609.0508682131767,13.040451933170061,3927.4809417781653,393030.0,0.0,0.0,0.0,2.4203803539276123,0.0,13.705257415771484,0.09826485812664032,39.880654692579874,1569.32080078125,0.6030136942863464,1285.0898856945105,-23.303354263305664,-3.1203153133392334,-56.4527473449707,2000000,1481512475465124060,none,161212_0258,6.4.2,0.11.1,False,92.30185782938501,False,True,True,True,True,True,True,True,True,True,True,True,0.48850057450902495,True,True,True,True,True,True,True,True,True,True,23.511331046450465,True,True,True
34215,5290,16677,1437.9199431017614,1390.5856450694407,3732.6911377623173,2421.828679687752,2342.105492692877,419.5566658980679,706.6418204300571,-14.562939588578743,14.213581709224194,-75.08880241215229,0.007485551063776754,,,,,,,1.7462013959884644,3.2804791927337646,9.0,63.51034164428711,123.55184647420211,31.980148589374274,9.0,178.0,196.84373474121094,3318.5810233209586,1128.3640793451634,11.787365913391113,-14.681650161743164,15.100953102111816,0.08314140141010284,-86256350,-86256350,-86256350,654026520,655026520,654026520,-81052880,368395560000000000,368395560000000000,368395560000000000,-670621760,894651.0625,173037000,652477635,173037000,654026520,655026520,654026520,173037000,368395560000000000,368395560000000000,368395560000000000,2551150560,894651.0625,86256350,86256350,86256350,14854085400,14854085400,14855718860,81052880,368395560000000000,368395560000000000,368395560000000000,670621760,131.7782745361328,62.784659802913666,56,438,5,1303.3294954001904,9.676154100680947,3859.7486227895133,523150.0,0.0,0.0,68.16814422607422,0.0,0.0,11.787365913391113,0.0,46.59228843939153,1126.198486328125,0.6274576187133789,1481.0020390709624,-15.812588691711426,15.433252334594727,-75.00566101074219,2000000,1481439578803901840,none,161211_0608,6.4.2,0.11.1,False,81.1034342029328,False,True,True,True,True,True,True,True,True,True,True,True,0.3823648655109152,True,True,True,True,True,True,True,True,True,True,22.095774228492505,True,True,True
34693,5281,1981,3239.226935535261,2967.421852379111,8090.75763086936,5592.614760914993,5123.335778490248,2729.1960917928955,4712.0324238321045,13.092055871616406,8.827412164197542,-10.19088038802147,0.0025126729340378064,,,,,,,0.06599465012550354,2.372363805770874,21.0,146.51724243164062,149.32566199642488,41.90190919609036,20.0,213.0,510.7435607910156,1287.2330105085227,581.9273750127365,29.530916213989258,12.25611400604248,10.770998001098633,-0.17201843857765198,14245185,358363340,14245185,696236280,715817720,696236280,14245185,368395560000000000,368395560000000000,368395560000000000,-1479192260,213416.65625,14245185,358363340,14245185,696236280,715817720,696236280,14245185,368395560000000000,368395560000000000,368395560000000000,7789415790,213416.65625,351674845,718994215,351674845,5716006510,5716006510,5734109610,24374720,368395560000000000,368395560000000000,368395560000000000,1479192260,61245.69921875,73.76175612211227,70,920,27,8335.32166659832,40.80661726482617,8831.841696450254,72470.0,0.0,0.0,60.91374588012695,7.7343058586120605,0.0,29.530916213989258,0.42704010009765625,67.61652939881009,7441.228515625,0.6332331299781799,663.3665270340998,13.146774291992188,8.864306449890137,-10.362898826599121,2000000,1481404364748789970,none,161210_2106,6.4.2,0.11.1,False,67.96901850917234,False,True,True,True,True,True,True,True,True,True,True,True,0.24464985039356618,True,True,True,True,True,True,True,True,True,True,15.856027343636569,True,True,True
35526,5267,10583,3138.760463614022,3219.517874015447,8407.06158447521,5057.420936555597,5187.543710459762,2136.9513920510653,3443.2263423239347,4.6133361504796,31.776244764643298,-23.01984079182148,0.0009606553226076854,,,,,,,0.8887763023376465,3.0334219932556152,35.0,192.78280639648438,156.1130011925856,42.257573169548536,30.0,211.0,385.5052185058594,1800.7741703511488,857.5318252322392,50.136295318603516,3.813432455062866,31.944683074951172,-0.2471422404050827,256102520,-1003043680,504433525,3366017010,3370047180,3366017010,139832790,368395560000000000,368395560000000000,368395560000000000,-12058900,53545.046875,256102520,1513722110,504433525,3366017010,3370047180,3366017010,139832790,368395560000000000,368395560000000000,368395560000000000,1658865830,53545.046875,552626020,1003043680,552626020,7503793370,7503793370,7527994330,552626020,368395560000000000,368395560000000000,368395560000000000,12058900,306219.90625,56.05183923244476,34,469,9,5826.812295913696,63.27087930108746,8196.181400169618,161560.0,0.0,0.0,39.96809005737305,6.512574195861816,0.0,50.136295318603516,0.30146047472953796,72.25485646412127,5580.177734375,0.6170459985733032,1024.2236495982136,4.741031646728516,32.655799865722656,-23.266983032226562,2000000,1481355290992099420,none,161210_0702,6.4.2,0.11.1,True,58.83116438935716,True,True,True,True,True,True,True,True,True,True,True,True,0.7542835008932353,True,True,True,True,True,True,True,True,True,True,32.99816125097599,True,True,True
36589,5234,2208,2201.690334305991,2129.984658720589,5600.717046757458,3587.574173559309,3470.732388036869,560.8627128262015,913.9053535800485,-7.352203550244056,-30.847443903775385,-81.58607763051987,0.005484147559569978,,,,,,,3.361778974533081,2.955430269241333,31.0,169.5824737548828,182.0429459429553,58.98772492156013,24.0,179.0,287.1497802734375,2811.350151960315,1106.8783816494863,52.07455062866211,-7.938953399658203,-30.781774520874023,0.14937108755111694,-85683605,-158092220,-158092220,-2435734620,-2435734620,-2437915010,-85683605,368395560000000000,368395560000000000,368395560000000000,570764030,14784.7685546875,423367425,423367425,423367425,14256367820,14258814720,14256367820,326460125,368395560000000000,368395560000000000,368395560000000000,570764030,14784.7685546875,85683605,158092220,158092220,2435734620,2435734620,2437915010,85683605,368395560000000000,368395560000000000,368395560000000000,2861419490,208733.4375,74.32760465145111,60,507,7,1746.0774315595627,40.473714915502796,5789.2645078653,568270.0,0.0,0.0,40.13908767700195,0.0,0.0,52.07455062866211,0.043914563953876495,96.57906422610836,1474.76806640625,0.6196942925453186,1200.7588452091136,-8.131620407104492,-34.11762237548828,-81.43670654296875,2000000,1481273378138281490,none,161209_0843,6.4.2,0.11.1,False,105.62263264747408,False,True,True,True,True,True,True,True,True,True,True,True,0.11959217972319167,True,True,True,True,True,True,True,True,True,True,35.0732862304298,True,True,True
36706,5232,3183,988.5100001607584,935.636042844928,2397.4784665286606,1544.4529585208716,1461.8424236837325,841.2118293835083,1314.3135612414917,-11.845195095272006,-13.568352522336022,-9.400319620966911,0.0017464911856497555,,,,,,,0.06902533024549484,1.718184232711792,8.0,61.4921760559082,124.6185540435361,30.872204592785494,8.0,203.0,247.41827392578125,1107.592414590934,573.422345717543,8.677969932556152,-12.296623229980469,-13.781158447265625,-0.1787218600511551,24855685,217051515,24855685,4757407090,4758407080,4757407090,24855685,368395560000000000,368395560000000000,368395560000000000,-2123249200,333385.90625,24855685,217051515,24855685,4757407090,4758407080,4757407090,24855685,368395560000000000,368395560000000000,368395560000000000,8080165060,333385.90625,284228660,783118780,284228660,27914484650,27914484650,27930609660,284228660,368395560000000000,368395560000000000,368395560000000000,2123249200,429006.40625,22.876683980226517,47,475,11,2471.968665868044,12.00692192846168,2532.96295868163,66980.0,0.0,0.0,47.646244049072266,3.6776485443115234,0.0,8.677969932556152,0.37649938464164734,55.38892098490264,2155.525390625,0.6097416281700134,561.9865297662169,-11.890589714050293,-13.62035083770752,-9.579041481018066,2000000,1481266336999822090,none,161209_0642,6.4.2,0.11.1,False,97.60509368235562,False,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,True,18.08037833371079,True,True,True
37977,5209,4438,1831.2599109832577,1855.7057204923751,4804.340987422684,2909.7919442788493,2948.6352669303083,1433.167670442097,2277.240776823528,33.04112041766579,-10.6796338312141,-14.222879588603973,0.0012409961169529491,,,,,,,0.6049142479896545,2.467344045639038,9.0,83.41471099853516,157.55093412038866,56.26837148078171,8.0,208.0,273.28131103515625,1526.4687012315821,657.2921224786446,12.394317626953125,32.9709587097168,-10.682404518127441,-0.2368200421333313,93454555,93454555,93454555,8473515990,8492539130,8473515990,93454555,368395560000000000,368395560000000000,368395560000000000,-1348132630,813209.875,93454555,93454555,93454555,8473515990,8492539130,8473515990,93454555,368395560000000000,368395560000000000,368395560000000000,6166767630,813209.875,458812040,680876375,680876375,53852325230,53852325230,53862834130,403880375,368395560000000000,368395560000000000,368395560000000000,1348132630,61846.14453125,42.35911077260971,35,538,16,4097.720861583948,16.60644605295238,4741.051855262107,100470.0,0.0,0.0,37.004817962646484,4.337676525115967,0.0,12.394317626953125,0.38219204545021057,75.42656393779995,3710.408447265625,0.6137439608573914,688.6801627245334,33.61671447753906,-10.865678787231445,-14.459699630737305,2000000,1481186513294772130,none,161208_0828,6.4.2,0.11.1,True,68.8672879341862,True,True,True,True,True,True,True,True,True,True,True,True,0.5323447621054024,True,True,True,True,True,True,True,True,True,True,35.32911643066772,True,True,True
38684,5195,9169,2709.4362360518185,2481.2026212799833,6719.093318297596,4627.713400126517,4237.890697017613,1962.442819015414,3351.849661453336,0.6234331303196562,7.854726581592573,-18.637919709086418,0.0023432082941255393,,4013.981162464033,4455.711008430051,-24.555139541625977,-0.1246868148446083,-32.56063461303711,0.08461224287748337,3.5856773853302,32.0,198.26182556152344,150.32618619091963,35.22383944802001,31.0,213.0,439.78228759765625,1726.9875822404013,792.0028916055207,48.51249694824219,-0.13922984898090363,8.127760887145996,-0.19649191200733185,38313890,171242065,153407830,4318356960,4319356950,4318356960,38313890,368395560000000000,368395560000000000,368395560000000000,-475797930,111819.1640625,38313890,171242065,153407830,4318356960,4319356950,4318356960,38313890,368395560000000000,368395560000000000,368395560000000000,3336281100,111819.1640625,238572930,679574350,238572930,6151915420,6151915420,6152915390,238572930,368395560000000000,368395560000000000,368395560000000000,475797930,441575.6875,60.24702191352844,53,575,10,5687.327475458384,61.532034430456406,7337.149636178336,131130.0,0.0,0.0,83.50640869140625,0.0,0.0,48.51249694824219,0.3897482454776764,63.19936142334271,5314.29248046875,0.6307235956192017,896.5753892768314,0.6301277875900269,7.93907356262207,-18.83441162109375,2000000,1481139768099346870,none,161207_1914,6.4.2,0.11.1,True,72.89651157429054,True,True,True,True,True,True,True,True,True,True,True,True,0.21259785289653388,True,True,True,True,True,True,True,True,True,True,7.964041063519059,True,True,True
40183,5140,2393,1622.3576627639245,1506.0936632552541,4328.257281762875,3040.0225987030303,2822.1636185076213,916.9969616122835,1718.2964954189665,-11.095078555985657,-10.94542798798615,-32.34960001707077,,,,,,,,0.426283597946167,2.4989194869995117,21.0,159.79881286621094,135.1766588194718,49.77298038867895,16.0,205.0,239.76754760742188,1874.652413569026,824.0932318978626,28.980554580688477,-11.87277603149414,-11.829323768615723,-0.20040303468704224,-91867475,-1132042750,-91867475,11272262290,11314754010,11272262290,-44548450,368395560000000000,368395560000000000,368395560000000000,229703310,283868.84375,223667060,1681122885,223667060,11272262290,11314754010,11272262290,223667060,368395560000000000,368395560000000000,368395560000000000,229703310,283868.84375,91867475,1132042750,91867475,13824622810,13824622810,13835465060,44548450,368395560000000000,368395560000000000,368395560000000000,1404563870,105.07420349121094,34.74802029132843,33,441,8,2877.798593401909,33.3327708373065,4662.380261466955,226350.0,0.0,0.0,61.45427322387695,6.094202041625977,0.0,28.980554580688477,0.5367231965065002,63.333096035491735,2635.29345703125,0.6520323157310486,1007.753027158675,-11.39854621887207,-11.244802474975586,-32.55000305175781,2000000,1481010900608688070,none,161206_0747,6.4.2,0.11.1,False,88.67953113531935,False,True,True,True,True,True,True,True,True,True,True,True,0.000753776016178006,True,True,True,True,True,True,True,True,True,True,16.011634476373104,True,True,True
42040,5094,18517,1348.9067268943527,1301.1627477768363,3460.695143636308,2238.7728058602024,2159.5323958594713,785.2680655990116,1303.3049324478634,-13.089805129148095,15.16095800818538,-30.113279789686203,0.012930752081140149,,,,,,,0.5411052107810974,2.8603570461273193,11.0,120.92147827148438,115.8306450773948,22.129782372236704,11.0,204.0,204.44456481933594,1674.0452140992131,800.3234583060387,17.533384323120117,-13.514808654785156,15.272576332092285,-0.21561768651008606,-104400105,-104400105,-104400105,277182360,332725110,277182360,-104400105,368395560000000000,368395560000000000,368395560000000000,98672680,1658772.25,171823985,171823985,171823985,277182360,332725110,277182360,171823985,368395560000000000,368395560000000000,368395560000000000,98672680,1658772.25,104400105,104400105,104400105,13977120690,13977120690,14028110900,104400105,368395560000000000,368395560000000000,368395560000000000,2322396890,1349971.875,40.4264497756958,53,371,7,2237.3209377527237,20.369308191545997,3587.679532754555,210820.0,0.0,0.0,31.35721778869629,3.096336841583252,0.0,17.533384323120117,0.5555936694145203,36.862916789391484,2088.572998046875,0.6240169405937195,818.1120344572582,-13.443424224853516,15.570528984069824,-30.32889747619629,2000000,1480871575184514620,none,161204_1617,6.4.2,0.11.1,True,77.44154667066869,True,True,True,True,True,True,True,True,True,True,True,True,0.011756266958711702,True,True,True,True,True,True,True,True,True,True,20.57102398358275,True,True,True
43449,5072,19986,1191.2649854795973,1073.3908203322057,3305.163335589682,2476.85409882594,2231.7725152574762,254.8428543332593,529.8641158815844,9.092229839484082,3.5686602836607406,-86.37984067201614,0.0030502580445284843,,1205.199829852891,1695.2028998001738,8.825523376464844,-1.123837947845459,-103.5186538696289,0.9499943256378174,2.9957141876220703,5.0,60.10236358642578,149.14537191242374,52.37075954919847,5.0,160.0,213.03407287597656,2868.4379473528084,1480.1500369705163,8.25810718536377,8.055315017700195,3.84464430809021,0.2567480206489563,-271506435,-271506435,-271506435,-196254310,-196254310,-197254300,-208184760,368395560000000000,368395560000000000,368395560000000000,678849640,117145.8515625,609849000,800923400,800923400,609969580,612196340,609969580,609849000,368395560000000000,368395560000000000,368395560000000000,678849640,117145.8515625,271506435,271506435,271506435,196254310,196254310,197254300,208184760,368395560000000000,368395560000000000,368395560000000000,1360128340,23478.37890625,14.27958732843399,28,344,5,957.3451570272446,5.8303031686152735,3668.1190843055374,601560.0,0.0,0.0,72.50446319580078,0.0,0.0,8.25810718536377,0.0,48.513869238381005,784.7069702148438,0.6752381920814514,1337.63655998948,9.976547241210938,3.9157509803771973,-86.12309265136719,2000000,1480792223459157220,none,161203_1811,6.4.2,0.11.1,False,70.74328322393883,False,True,True,True,True,True,True,True,True,True,True,True,1.0,True,True,True,True,True,True,True,True,True,True,10.71749040570779,True,True,True
43569,5070,15310,2680.833070115781,2440.4266443233946,6623.358935380275,4594.992946009837,4182.932291056881,987.7506886239862,1693.0212840322638,16.582641992359495,2.013896237758669,-55.84752181172371,0.0011217023788729485,,,,,,,0.89134681224823,4.0869140625,38.0,216.41546630859375,1149.6712184302144,57.68619628479133,33.0,196.0,314.77392578125,2315.5160551164017,1128.059215675629,62.93039321899414,16.444005966186523,3.4441545009613037,-0.09996125102043152,79445740,-701370370,117557130,5029385330,5071572130,5029385330,79445740,368395560000000000,368395560000000000,368395560000000000,1169886930,171696.484375,79445740,2701399780,117557130,5029385330,5071572130,5029385330,79445740,368395560000000000,368395560000000000,368395560000000000,1169886930,171696.484375,272909645,701370370,549624395,12497162910,12497162910,12504658930,245039340,368395560000000000,368395560000000000,368395560000000000,1960409790,466.5746154785156,70.39622747898102,27,426,4,2836.288430452347,60.53356642996164,7275.8260161256185,389530.0,0.0,0.0,34.55376434326172,0.0,0.0,62.93039321899414,0.14687132835388184,95.64569625486286,2680.77197265625,0.631542444229126,1231.0352000499759,17.467487335205078,2.1213572025299072,-55.94748306274414,2000000,1480784168645264700,none,161203_1611,6.4.2,0.11.1,True,56.99394074890708,True,True,True,True,True,True,True,True,True,True,True,True,0.6195823455960929,True,True,True,True,True,True,True,True,True,True,17.59583104562769,True,True,True
